Variable,Value,Description,Json Variable,Mapping Value
CoS_DscpMutation_Default_PHB_37,4,DSCP-Mutation 37 default PHB value,SYS_DFLT_DSCP_37_MAPPED_COS,
CoS_DscpMutation_Default_PHB_36,4,DSCP-Mutation 36 default PHB value,SYS_DFLT_DSCP_36_MAPPED_COS,
CoS_DscpMutation_Default_PHB_35,4,DSCP-Mutation 35 default PHB value,SYS_DFLT_DSCP_35_MAPPED_COS,
CoS_DscpMutation_Default_PHB_34,4,DSCP-Mutation 34 default PHB value,SYS_DFLT_DSCP_34_MAPPED_COS,
CoS_DscpMutation_Default_PHB_33,4,DSCP-Mutation 33 default PHB value,SYS_DFLT_DSCP_33_MAPPED_COS,
CoS_DscpMutation_Default_PHB_32,4,DSCP-Mutation 32 default PHB value,SYS_DFLT_DSCP_32_MAPPED_COS,
CoS_DscpMutation_Default_PHB_31,3,DSCP-Mutation 31 default PHB value,SYS_DFLT_DSCP_31_MAPPED_COS,
CoS_DscpMutation_Default_PHB_30,3,DSCP-Mutation 30 default PHB value,SYS_DFLT_DSCP_30_MAPPED_COS,
CoS_DscpMutation_Default_PHB_29,3,DSCP-Mutation 29 default PHB value,SYS_DFLT_DSCP_29_MAPPED_COS,
CoS_DscpMutation_Default_PHB_28,3,DSCP-Mutation 28 default PHB value,SYS_DFLT_DSCP_28_MAPPED_COS,
CoS_DscpMutation_Default_PHB_27,3,DSCP-Mutation 27 default PHB value,SYS_DFLT_DSCP_27_MAPPED_COS,
CoS_DscpMutation_Default_PHB_26,3,DSCP-Mutation 26 default PHB value,SYS_DFLT_DSCP_26_MAPPED_COS,
CoS_DscpMutation_Default_PHB_25,3,DSCP-Mutation 25 default PHB value,SYS_DFLT_DSCP_25_MAPPED_COS,
CoS_DscpMutation_Default_PHB_24,3,DSCP-Mutation 24 default PHB value,SYS_DFLT_DSCP_24_MAPPED_COS,
CoS_DscpMutation_Default_PHB_23,2,DSCP-Mutation 23 default PHB value,SYS_DFLT_DSCP_23_MAPPED_COS,
CoS_DscpMutation_Default_PHB_22,2,DSCP-Mutation 22 default PHB value,SYS_DFLT_DSCP_22_MAPPED_COS,
CoS_DscpMutation_Default_PHB_21,2,DSCP-Mutation 21 default PHB value,SYS_DFLT_DSCP_21_MAPPED_COS,
CoS_DscpMutation_Default_PHB_20,2,DSCP-Mutation 20 default PHB value,SYS_DFLT_DSCP_20_MAPPED_COS,
CoS_DscpMutation_Default_PHB_19,2,DSCP-Mutation 19 default PHB value,SYS_DFLT_DSCP_19_MAPPED_COS,
CoS_DscpMutation_Default_PHB_18,2,DSCP-Mutation 18 default PHB value,SYS_DFLT_DSCP_18_MAPPED_COS,
CoS_DscpMutation_Default_PHB_17,2,DSCP-Mutation 17 default PHB value,SYS_DFLT_DSCP_17_MAPPED_COS,
CoS_DscpMutation_Default_PHB_16,2,DSCP-Mutation 16 default PHB value,SYS_DFLT_DSCP_16_MAPPED_COS,
CoS_DscpMutation_Default_PHB_15,1,DSCP-Mutation 15 default PHB value,SYS_DFLT_DSCP_15_MAPPED_COS,
CoS_DscpMutation_Default_PHB_14,1,DSCP-Mutation 14 default PHB value,SYS_DFLT_DSCP_14_MAPPED_COS,
CoS_DscpMutation_Default_PHB_13,1,DSCP-Mutation 13 default PHB value,SYS_DFLT_DSCP_13_MAPPED_COS,
CoS_DscpMutation_Default_PHB_12,1,DSCP-Mutation 12 default PHB value,SYS_DFLT_DSCP_12_MAPPED_COS,
CoS_DscpMutation_Default_PHB_11,1,DSCP-Mutation 11 default PHB value,SYS_DFLT_DSCP_11_MAPPED_COS,
CoS_DscpMutation_Default_PHB_10,1,DSCP-Mutation 10 default PHB value,SYS_DFLT_DSCP_10_MAPPED_COS,
CoS_DscpMutation_Default_PHB_09,1,DSCP-Mutation 9 default PHB value,SYS_DFLT_DSCP_9_MAPPED_COS,
CoS_DscpMutation_Default_PHB_08,1,DSCP-Mutation 8 default PHB value,SYS_DFLT_DSCP_8_MAPPED_COS,
CoS_DscpMutation_Default_PHB_07,0,DSCP-Mutation 7 default PHB value,SYS_DFLT_DSCP_7_MAPPED_COS,
CoS_DscpMutation_Default_PHB_06,0,DSCP-Mutation 6 default PHB value,SYS_DFLT_DSCP_6_MAPPED_COS,
CoS_DscpMutation_Default_PHB_05,0,DSCP-Mutation 5 default PHB value,SYS_DFLT_DSCP_5_MAPPED_COS,
CoS_DscpMutation_Default_PHB_04,0,DSCP-Mutation 4 default PHB value,SYS_DFLT_DSCP_4_MAPPED_COS,
CoS_DscpMutation_Default_PHB_03,0,DSCP-Mutation 3 default PHB value,SYS_DFLT_DSCP_3_MAPPED_COS,
CoS_DscpMutation_Default_PHB_02,0,DSCP-Mutation 2 default PHB value,SYS_DFLT_DSCP_2_MAPPED_COS,
CoS_DscpMutation_Default_PHB_01,0,DSCP-Mutation 1 default PHB value,SYS_DFLT_DSCP_1_MAPPED_COS,
CoS_DscpMutation_Default_PHB_00,0,DSCP-Mutation 0 default PHB value,SYS_DFLT_DSCP_0_MAPPED_COS,
CoS_DscpMutation_Default_Drop_63,3,DSCP-Mutation 63 default Drop value,SYS_DFLT_INGRESS_DSCP_63_TO_COLOR,
CoS_DscpMutation_Default_Drop_62,0,DSCP-Mutation 62 default Drop value,SYS_DFLT_INGRESS_DSCP_62_TO_COLOR,
CoS_DscpMutation_Default_Drop_61,1,DSCP-Mutation 61 default Drop value,SYS_DFLT_INGRESS_DSCP_61_TO_COLOR,
CoS_DscpMutation_Default_Drop_60,0,DSCP-Mutation 60 default Drop value,SYS_DFLT_INGRESS_DSCP_60_TO_COLOR,
CoS_DscpMutation_Default_Drop_59,3,DSCP-Mutation 59 default Drop value,SYS_DFLT_INGRESS_DSCP_59_TO_COLOR,
CoS_DscpMutation_Default_Drop_58,0,DSCP-Mutation 58 default Drop value,SYS_DFLT_INGRESS_DSCP_58_TO_COLOR,
CoS_DscpMutation_Default_Drop_57,1,DSCP-Mutation 57 default Drop value,SYS_DFLT_INGRESS_DSCP_57_TO_COLOR,
CoS_DscpMutation_Default_Drop_56,0,DSCP-Mutation 56 default Drop value,SYS_DFLT_INGRESS_DSCP_56_TO_COLOR,
CoS_DscpMutation_Default_Drop_55,3,DSCP-Mutation 55 default Drop value,SYS_DFLT_INGRESS_DSCP_55_TO_COLOR,
CoS_DscpMutation_Default_Drop_54,0,DSCP-Mutation 54 default Drop value,SYS_DFLT_INGRESS_DSCP_54_TO_COLOR,
CoS_DscpMutation_Default_Drop_53,1,DSCP-Mutation 53 default Drop value,SYS_DFLT_INGRESS_DSCP_53_TO_COLOR,
CoS_DscpMutation_Default_Drop_52,0,DSCP-Mutation 52 default Drop value,SYS_DFLT_INGRESS_DSCP_52_TO_COLOR,
CoS_DscpMutation_Default_Drop_51,3,DSCP-Mutation 51 default Drop value,SYS_DFLT_INGRESS_DSCP_51_TO_COLOR,
CoS_DscpMutation_Default_Drop_50,0,DSCP-Mutation 50 default Drop value,SYS_DFLT_INGRESS_DSCP_50_TO_COLOR,
CoS_DscpMutation_Default_Drop_49,1,DSCP-Mutation 49 default Drop value,SYS_DFLT_INGRESS_DSCP_49_TO_COLOR,
CoS_DscpMutation_Default_Drop_48,0,DSCP-Mutation 48 default Drop value,SYS_DFLT_INGRESS_DSCP_48_TO_COLOR,
CoS_DscpMutation_Default_Drop_47,3,DSCP-Mutation 47 default Drop value,SYS_DFLT_INGRESS_DSCP_47_TO_COLOR,
CoS_DscpMutation_Default_Drop_46,0,DSCP-Mutation 46 default Drop value,SYS_DFLT_INGRESS_DSCP_46_TO_COLOR,
CoS_DscpMutation_Default_Drop_45,1,DSCP-Mutation 45 default Drop value,SYS_DFLT_INGRESS_DSCP_45_TO_COLOR,
CoS_DscpMutation_Default_Drop_44,0,DSCP-Mutation 44 default Drop value,SYS_DFLT_INGRESS_DSCP_44_TO_COLOR,
CoS_DscpMutation_Default_Drop_43,3,DSCP-Mutation 43 default Drop value,SYS_DFLT_INGRESS_DSCP_43_TO_COLOR,
CoS_DscpMutation_Default_Drop_42,0,DSCP-Mutation 42 default Drop value,SYS_DFLT_INGRESS_DSCP_42_TO_COLOR,
CoS_DscpMutation_Default_Drop_41,1,DSCP-Mutation 41 default Drop value,SYS_DFLT_INGRESS_DSCP_41_TO_COLOR,
CoS_DscpMutation_Default_Drop_40,0,DSCP-Mutation 40 default Drop value,SYS_DFLT_INGRESS_DSCP_40_TO_COLOR,
CoS_DscpMutation_Default_Drop_39,3,DSCP-Mutation 39 default Drop value,SYS_DFLT_INGRESS_DSCP_39_TO_COLOR,
CoS_DscpMutation_Default_Drop_38,0,DSCP-Mutation 38 default Drop value,SYS_DFLT_INGRESS_DSCP_38_TO_COLOR,
CoS_DscpMutation_Default_Drop_37,1,DSCP-Mutation 37 default Drop value,SYS_DFLT_INGRESS_DSCP_37_TO_COLOR,
CoS_DscpMutation_Default_Drop_36,0,DSCP-Mutation 36 default Drop value,SYS_DFLT_INGRESS_DSCP_36_TO_COLOR,
CoS_DscpMutation_Default_Drop_35,3,DSCP-Mutation 35 default Drop value,SYS_DFLT_INGRESS_DSCP_35_TO_COLOR,
CoS_DscpMutation_Default_Drop_34,0,DSCP-Mutation 34 default Drop value,SYS_DFLT_INGRESS_DSCP_34_TO_COLOR,
CoS_DscpMutation_Default_Drop_33,1,DSCP-Mutation 33 default Drop value,SYS_DFLT_INGRESS_DSCP_33_TO_COLOR,
CoS_DscpMutation_Default_Drop_32,0,DSCP-Mutation 32 default Drop value,SYS_DFLT_INGRESS_DSCP_32_TO_COLOR,
CoS_DscpMutation_Default_Drop_31,3,DSCP-Mutation 31 default Drop value,SYS_DFLT_INGRESS_DSCP_31_TO_COLOR,
CoS_DscpMutation_Default_Drop_30,0,DSCP-Mutation 30 default Drop value,SYS_DFLT_INGRESS_DSCP_30_TO_COLOR,
CoS_DscpMutation_Default_Drop_29,1,DSCP-Mutation 29 default Drop value,SYS_DFLT_INGRESS_DSCP_29_TO_COLOR,
CoS_DscpMutation_Default_Drop_28,0,DSCP-Mutation 28 default Drop value,SYS_DFLT_INGRESS_DSCP_28_TO_COLOR,
CoS_DscpMutation_Default_Drop_27,3,DSCP-Mutation 27 default Drop value,SYS_DFLT_INGRESS_DSCP_27_TO_COLOR,
CoS_DscpMutation_Default_Drop_26,0,DSCP-Mutation 26 default Drop value,SYS_DFLT_INGRESS_DSCP_26_TO_COLOR,
CoS_DscpMutation_Default_Drop_25,1,DSCP-Mutation 25 default Drop value,SYS_DFLT_INGRESS_DSCP_25_TO_COLOR,
CoS_DscpMutation_Default_Drop_24,0,DSCP-Mutation 24 default Drop value,SYS_DFLT_INGRESS_DSCP_24_TO_COLOR,
CoS_DscpMutation_Default_Drop_23,3,DSCP-Mutation 23 default Drop value,SYS_DFLT_INGRESS_DSCP_23_TO_COLOR,
CoS_DscpMutation_Default_Drop_22,0,DSCP-Mutation 22 default Drop value,SYS_DFLT_INGRESS_DSCP_22_TO_COLOR,
CoS_DscpMutation_Default_Drop_21,1,DSCP-Mutation 21 default Drop value,SYS_DFLT_INGRESS_DSCP_21_TO_COLOR,
CoS_DscpMutation_Default_Drop_20,0,DSCP-Mutation 20 default Drop value,SYS_DFLT_INGRESS_DSCP_20_TO_COLOR,
CoS_DscpMutation_Default_Drop_19,3,DSCP-Mutation 19 default Drop value,SYS_DFLT_INGRESS_DSCP_19_TO_COLOR,
CoS_DscpMutation_Default_Drop_18,0,DSCP-Mutation 18 default Drop value,SYS_DFLT_INGRESS_DSCP_18_TO_COLOR,
CoS_DscpMutation_Default_Drop_17,1,DSCP-Mutation 17 default Drop value,SYS_DFLT_INGRESS_DSCP_17_TO_COLOR,
CoS_DscpMutation_Default_Drop_16,0,DSCP-Mutation 16 default Drop value,SYS_DFLT_INGRESS_DSCP_16_TO_COLOR,
CoS_DscpMutation_Default_Drop_15,3,DSCP-Mutation 15 default Drop value,SYS_DFLT_INGRESS_DSCP_15_TO_COLOR,
CoS_DscpMutation_Default_Drop_14,0,DSCP-Mutation 14 default Drop value,SYS_DFLT_INGRESS_DSCP_14_TO_COLOR,
CoS_DscpMutation_Default_Drop_13,1,DSCP-Mutation 13 default Drop value,SYS_DFLT_INGRESS_DSCP_13_TO_COLOR,
CoS_DscpMutation_Default_Drop_12,0,DSCP-Mutation 12 default Drop value,SYS_DFLT_INGRESS_DSCP_12_TO_COLOR,
CoS_DscpMutation_Default_Drop_11,3,DSCP-Mutation 11 default Drop value,SYS_DFLT_INGRESS_DSCP_11_TO_COLOR,
CoS_DscpMutation_Default_Drop_10,0,DSCP-Mutation 10 default Drop value,SYS_DFLT_INGRESS_DSCP_10_TO_COLOR,
CoS_DscpMutation_Default_Drop_09,1,DSCP-Mutation 9 default Drop value,SYS_DFLT_INGRESS_DSCP_9_TO_COLOR,
CoS_DscpMutation_Default_Drop_08,0,DSCP-Mutation 8 default Drop value,SYS_DFLT_INGRESS_DSCP_8_TO_COLOR,
CoS_DscpMutation_Default_Drop_07,3,DSCP-Mutation 7 default Drop value,SYS_DFLT_INGRESS_DSCP_7_TO_COLOR,
CoS_DscpMutation_Default_Drop_06,0,DSCP-Mutation 6 default Drop value,SYS_DFLT_INGRESS_DSCP_6_TO_COLOR,
CoS_DscpMutation_Default_Drop_05,1,DSCP-Mutation 5 default Drop value,SYS_DFLT_INGRESS_DSCP_5_TO_COLOR,
CoS_DscpMutation_Default_Drop_04,0,DSCP-Mutation 4 default Drop value,SYS_DFLT_INGRESS_DSCP_4_TO_COLOR,
CoS_DscpMutation_Default_Drop_03,3,DSCP-Mutation 3 default Drop value,SYS_DFLT_INGRESS_DSCP_3_TO_COLOR,
CoS_DscpMutation_Default_Drop_02,0,DSCP-Mutation 2 default Drop value,SYS_DFLT_INGRESS_DSCP_2_TO_COLOR,
CoS_DscpMutation_Default_Drop_01,1,DSCP-Mutation 1 default Drop value,SYS_DFLT_INGRESS_DSCP_1_TO_COLOR,
CoS_DscpMutation_Default_Drop_00,0,DSCP-Mutation 0 default Drop value,SYS_DFLT_INGRESS_DSCP_0_TO_COLOR,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
